ds,vmin,vmax,Rwindow,threshold,match_runtime_sec,rank_score,score_valid,score_corr,score_mae,valid_count,invalid_count,valid_ratio,mae,norm_mae,corr,nan_quality_count,core_frame_start,core_frame_end_exclusive,core_total_count,core_valid_count,core_valid_ratio,core_mae,core_norm_mae,core_corr
50,0.8,1.2,10,1.0,61.5251,0.9327800059147483,0.9776386404293381,0.8715327102833819,0.9615302240546224,2186,50,0.9776386404293381,81.24816679663755,0.03846977594537763,0.8715327102833819,50,25,2211,2186,2186,1.0,81.24816679663755,0.03846977594537763,0.8715327102833819
50,0.8,1.2,30,1.0,61.5955,0.9327800059147483,0.9776386404293381,0.8715327102833819,0.9615302240546224,2186,50,0.9776386404293381,81.24816679663755,0.03846977594537763,0.8715327102833819,50,25,2211,2186,2186,1.0,81.24816679663755,0.03846977594537763,0.8715327102833819
50,0.8,1.2,50,1.0,61.5777,0.9327800059147483,0.9776386404293381,0.8715327102833819,0.9615302240546224,2186,50,0.9776386404293381,81.24816679663755,0.03846977594537763,0.8715327102833819,50,25,2211,2186,2186,1.0,81.24816679663755,0.03846977594537763,0.8715327102833819
50,0.3,2.0,10,1.0,153.1235,0.916371680594191,0.9776386404293381,0.840317324726358,0.9353824167363038,2186,50,0.9776386404293381,136.47233585292616,0.0646175832636961,0.840317324726358,50,25,2211,2186,2186,1.0,136.47233585292616,0.0646175832636961,0.840317324726358
50,0.3,2.0,30,1.0,153.8324,0.916371680594191,0.9776386404293381,0.840317324726358,0.9353824167363038,2186,50,0.9776386404293381,136.47233585292616,0.0646175832636961,0.840317324726358,50,25,2211,2186,2186,1.0,136.47233585292616,0.0646175832636961,0.840317324726358
50,0.3,2.0,50,1.0,153.4941,0.916371680594191,0.9776386404293381,0.840317324726358,0.9353824167363038,2186,50,0.9776386404293381,136.47233585292616,0.0646175832636961,0.840317324726358,50,25,2211,2186,2186,1.0,136.47233585292616,0.0646175832636961,0.840317324726358
50,0.5,1.5,10,1.0,91.6971,0.8978103447569314,0.9776386404293381,0.7918223991334378,0.940959979402361,2186,50,0.9776386404293381,124.69252350221359,0.05904002059763901,0.7918223991334378,50,25,2211,2186,2186,1.0,124.69252350221359,0.05904002059763901,0.7918223991334378
50,0.5,1.5,30,1.0,91.7341,0.8978103447569314,0.9776386404293381,0.7918223991334378,0.940959979402361,2186,50,0.9776386404293381,124.69252350221359,0.05904002059763901,0.7918223991334378,50,25,2211,2186,2186,1.0,124.69252350221359,0.05904002059763901,0.7918223991334378
50,0.5,1.5,50,1.0,91.7278,0.8978103447569314,0.9776386404293381,0.7918223991334378,0.940959979402361,2186,50,0.9776386404293381,124.69252350221359,0.05904002059763901,0.7918223991334378,50,25,2211,2186,2186,1.0,124.69252350221359,0.05904002059763901,0.7918223991334378
30,0.5,1.5,10,1.0,59.673,0.8864000792242285,0.9865831842576028,0.7644901340892356,0.9109439511507526,2206,30,0.9865831842576028,188.08637516961062,0.08905604884924745,0.7644901340892356,30,15,2221,2206,2206,1.0,188.08637516961062,0.08905604884924745,0.7644901340892356
30,0.5,1.5,30,1.0,59.5136,0.8864000792242285,0.9865831842576028,0.7644901340892356,0.9109439511507526,2206,30,0.9865831842576028,188.08637516961062,0.08905604884924745,0.7644901340892356,30,15,2221,2206,2206,1.0,188.08637516961062,0.08905604884924745,0.7644901340892356
30,0.5,1.5,50,1.0,59.4248,0.8864000792242285,0.9865831842576028,0.7644901340892356,0.9109439511507526,2206,30,0.9865831842576028,188.08637516961062,0.08905604884924745,0.7644901340892356,30,15,2221,2206,2206,1.0,188.08637516961062,0.08905604884924745,0.7644901340892356
