ds,vmin,vmax,Rwindow,threshold,match_runtime_sec,rank_score,score_valid,score_corr,score_mae,valid_count,invalid_count,valid_ratio,mae,norm_mae,corr,nan_quality_count
30,0.8,1.2,10,1.0,195.3434,0.4517702346017667,0.5779960707269155,0.273338243911373,0.5489113680673698,1471,1074,0.5779960707269155,952.6991906417147,0.4510886319326301,0.273338243911373,1074
30,0.8,1.2,30,1.0,184.7201,0.4517702346017667,0.5779960707269155,0.273338243911373,0.5489113680673698,1471,1074,0.5779960707269155,952.6991906417147,0.4510886319326301,0.273338243911373,1074
30,0.8,1.2,50,1.0,192.5744,0.4517702346017667,0.5779960707269155,0.273338243911373,0.5489113680673698,1471,1074,0.5779960707269155,952.6991906417147,0.4510886319326301,0.273338243911373,1074
20,0.3,2.0,10,1.0,193.1434,0.44889885386955375,0.5807465618860511,0.2688219752314196,0.5335607395217525,1478,1067,0.5807465618860511,985.1197181300586,0.4664392604782474,0.2688219752314196,1067
20,0.3,2.0,30,1.0,210.4811,0.44889885386955375,0.5807465618860511,0.2688219752314196,0.5335607395217525,1478,1067,0.5807465618860511,985.1197181300586,0.4664392604782474,0.2688219752314196,1067
20,0.3,2.0,50,1.0,200.0265,0.44889885386955375,0.5807465618860511,0.2688219752314196,0.5335607395217525,1478,1067,0.5807465618860511,985.1197181300586,0.4664392604782474,0.2688219752314196,1067
30,0.3,2.0,10,1.0,229.1125,0.4452683077671972,0.5779960707269155,0.2560693308136421,0.5516156240975226,1471,1074,0.5779960707269155,946.9878019060322,0.4483843759024774,0.2560693308136421,1074
30,0.3,2.0,30,1.0,238.3458,0.4452683077671972,0.5779960707269155,0.2560693308136421,0.5516156240975226,1471,1074,0.5779960707269155,946.9878019060322,0.4483843759024774,0.2560693308136421,1074
30,0.3,2.0,50,1.0,220.1158,0.4452683077671972,0.5779960707269155,0.2560693308136421,0.5516156240975226,1471,1074,0.5779960707269155,946.9878019060322,0.4483843759024774,0.2560693308136421,1074
10,0.3,2.0,10,1.0,168.0707,0.444130624300251,0.5834970530451866,0.2495858229253739,0.5448174750651167,1485,1060,0.5834970530451866,961.3454926624737,0.45518252493488337,0.2495858229253739,1060
10,0.3,2.0,30,1.0,188.2618,0.444130624300251,0.5834970530451866,0.2495858229253739,0.5448174750651167,1485,1060,0.5834970530451866,961.3454926624737,0.45518252493488337,0.2495858229253739,1060
10,0.3,2.0,50,1.0,181.7932,0.444130624300251,0.5834970530451866,0.2495858229253739,0.5448174750651167,1485,1060,0.5834970530451866,961.3454926624737,0.45518252493488337,0.2495858229253739,1060
50,0.8,1.2,10,1.0,205.5315,0.4434064031750793,0.5724950884086444,0.26223121954282147,0.5392741704937384,1457,1088,0.5724950884086444,973.0529519172245,0.4607258295062616,0.26223121954282147,1088
50,0.8,1.2,30,1.0,212.4358,0.4434064031750793,0.5724950884086444,0.26223121954282147,0.5392741704937384,1457,1088,0.5724950884086444,973.0529519172245,0.4607258295062616,0.26223121954282147,1088
50,0.8,1.2,50,1.0,211.6615,0.4434064031750793,0.5724950884086444,0.26223121954282147,0.5392741704937384,1457,1088,0.5724950884086444,973.0529519172245,0.4607258295062616,0.26223121954282147,1088
20,0.8,1.2,10,1.0,177.9947,0.441967403016831,0.5807465618860511,0.24797259409345726,0.5429494168715004,1478,1067,0.5807465618860511,965.290831567391,0.45705058312849955,0.24797259409345726,1067
20,0.8,1.2,30,1.0,174.9265,0.441967403016831,0.5807465618860511,0.24797259409345726,0.5429494168715004,1478,1067,0.5807465618860511,965.290831567391,0.45705058312849955,0.24797259409345726,1067
